Flow.ID,Source.IP,Source.Port,Destination.IP,Destination.Port,Protocol,Timestamp,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packets,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets,Fwd.Packet.Length.Max,Fwd.Packet.Length.Min,Fwd.Packet.Length.Mean,Fwd.Packet.Length.Std,Bwd.Packet.Length.Max,Bwd.Packet.Length.Min,Bwd.Packet.Length.Mean,Bwd.Packet.Length.Std,Flow.Bytes.s,Flow.Packets.s,Flow.IAT.Mean,Flow.IAT.Std,Flow.IAT.Max,Flow.IAT.Min,Fwd.IAT.Total,Fwd.IAT.Mean,Fwd.IAT.Std,Fwd.IAT.Max,Fwd.IAT.Min,Bwd.IAT.Total,Bwd.IAT.Mean,Bwd.IAT.Std,Bwd.IAT.Max,Bwd.IAT.Min,Fwd.PSH.Flags,Bwd.PSH.Flags,Fwd.URG.Flags,Bwd.URG.Flags,Fwd.Header.Length,Bwd.Header.Length,Fwd.Packets.s,Bwd.Packets.s,Min.Packet.Length,Max.Packet.Length,Packet.Length.Mean,Packet.Length.Std,Packet.Length.Variance,FIN.Flag.Count,SYN.Flag.Count,RST.Flag.Count,PSH.Flag.Count,ACK.Flag.Count,URG.Flag.Count,CWE.Flag.Count,ECE.Flag.Count,Down.Up.Ratio,Average.Packet.Size,Avg.Fwd.Segment.Size,Avg.Bwd.Segment.Size,Fwd.Header.Length.1,Fwd.Avg.Bytes.Bulk,Fwd.Avg.Packets.Bulk,Fwd.Avg.Bulk.Rate,Bwd.Avg.Bytes.Bulk,Bwd.Avg.Packets.Bulk,Bwd.Avg.Bulk.Rate,Subflow.Fwd.Packets,Subflow.Fwd.Bytes,Subflow.Bwd.Packets,Subflow.Bwd.Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active.Mean,Active.Std,Active.Max,Active.Min,Idle.Mean,Idle.Std,Idle.Max,Idle.Min,Label,L7Protocol,ProtocolName
179.1.4.238-10.200.7.194-80-45760-6,10.200.7.194,45760,179.1.4.238,80,6,26/04/201711:11:21,40721,3,2,173,0,173,0,57.66666667,99.88159657,0,0,0,0,4248.42219,122.7867685,10180.25,19873.40488,39988,1,589,294.5,415.0716806,588,1,39988,39988,0,39988,39988,0,0,0,0,104,64,73.6720611,49.1147074,0,173,28.83333333,70.62695425,4988.166667,0,0,0,1,0,0,0,0,0,34.6,57.66666667,0,104,0,0,0,0,0,0,3,173,2,0,14600,804,1,32,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
192.168.72.43-10.200.7.7-56079-3128-6,192.168.72.43,56079,10.200.7.7,3128,6,26/04/201711:11:21,217026,7,0,2432,0,1207,0,347.4285714,587.2052047,0,0,0,0,11206.03061,32.25419996,36171,87962.84515,215723,1,217026,36171,87962.84515,215723,1,0,0,0,0,0,0,0,0,0,164,0,32.25419996,0,0,1207,304,557.3506206,310639.7143,0,0,0,1,0,0,0,0,0,347.4285714,347.4285714,0,164,0,0,0,0,0,0,7,2432,0,0,8192,-1,5,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
192.168.180.51-10.200.7.4-57762-3128-6,192.168.180.51,57762,10.200.7.4,3128,6,26/04/201711:11:20,1375461,6,29,807,1926,517,0,134.5,206.3732056,336,0,66.4137931,125.8103781,1986.970187,25.4460141,40454.73529,177849.2409,1023825,0,1375461,275092.2,425299.6318,1024316,1541,351555,12555.53571,41682.87431,160242,0,0,0,0,0,132,640,4.362173846,21.08384025,0,517,75.91666667,139.9096392,19574.70714,0,0,0,1,0,0,0,0,4,78.08571429,134.5,66.4137931,132,0,0,0,0,0,0,6,807,29,1926,8192,262,5,20,0,0,0,0,0,0,0,0,BENIGN,130,HTTP_CONNECT
205.185.216.42-10.200.7.194-443-48220-6,10.200.7.194,48220,205.185.216.42,443,6,26/04/201711:11:20,1346026,6,4,568,336,517,0,94.66666667,207.9035033,336,0,84,168,671.6066406,7.429276998,149558.4444,279926.6101,868140,1,1346026,269205.2,429251.9622,1024175,2022,317537,105845.6667,90952.78878,158656,823,0,0,0,0,200,136,4.457566199,2.971710799,0,517,82.18181818,175.6398692,30849.36364,0,0,0,1,0,0,0,0,0,90.4,94.66666667,84,200,0,0,0,0,0,0,6,568,4,336,14600,31,2,32,0,0,0,0,0,0,0,0,BENIGN,91,SSL
192.168.180.51-10.200.7.4-57762-3128-6,10.200.7.4,3128,192.168.180.51,57762,6,26/04/201711:11:21,37,2,0,12,0,6,6,6,0,0,0,0,0,324324.3243,54054.05405,37,0,37,37,37,37,0,37,37,0,0,0,0,0,0,0,0,0,40,0,54054.05405,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,262,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.180.51-10.200.7.4-57763-3128-6,192.168.180.51,57763,10.200.7.4,3128,6,26/04/201711:11:20,1376801,6,30,807,1965,517,0,134.5,206.3732056,336,0,65.5,123.723482,2013.362861,26.14756962,39337.17143,175437.2205,1024316,0,1376801,275360.2,425303.9042,1024576,2842,352301,12148.31034,41075.29601,160215,0,0,0,0,0,132,660,4.35792827,21.78964135,0,517,74.91891892,138.0862006,19067.7988,0,0,0,1,0,0,0,0,5,77,134.5,65.5,132,0,0,0,0,0,0,6,807,30,1965,8192,262,5,20,0,0,0,0,0,0,0,0,BENIGN,130,HTTP_CONNECT
205.185.216.42-10.200.7.194-443-48221-6,10.200.7.194,48221,205.185.216.42,443,6,26/04/201711:11:20,1347293,6,4,568,336,517,0,94.66666667,207.9035033,336,0,84,168,670.9750589,7.422290474,149699.2222,279973.7664,868562,143,1347293,269458.6,429338.4067,1024495,1414,318442,106147.3333,90213.74974,158860,1980,0,0,0,0,200,136,4.453374285,2.96891619,0,517,82.18181818,175.6398692,30849.36364,0,0,0,1,0,0,0,0,0,90.4,94.66666667,84,200,0,0,0,0,0,0,6,568,4,336,14600,31,2,32,0,0,0,0,0,0,0,0,BENIGN,91,SSL
192.168.180.51-10.200.7.4-57763-3128-6,10.200.7.4,3128,192.168.180.51,57763,6,26/04/201711:11:21,6,2,0,12,0,6,6,6,0,0,0,0,0,2.00E+06,333333.3333,6,0,6,6,6,6,0,6,6,0,0,0,0,0,0,0,0,0,40,0,333333.3333,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,262,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.180.51-10.200.7.4-57763-3128-6,10.200.7.4,3128,192.168.180.51,57763,6,26/04/201711:11:21,102,2,0,12,0,6,6,6,0,0,0,0,0,117647.0588,19607.84314,102,0,102,102,102,102,0,102,102,0,0,0,0,0,0,0,0,0,40,0,19607.84314,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,262,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.180.51-10.200.7.4-57764-3128-6,192.168.180.51,57764,10.200.7.4,3128,6,26/04/201711:11:20,1377230,6,30,807,1965,517,0,134.5,206.3732056,336,0,65.5,123.723482,2012.735709,26.13942479,39349.42857,175474.5536,1024641,0,1377230,275446,425426.8345,1024945,2186,352393,12151.48276,40982.70731,160259,0,0,0,0,0,132,660,4.356570798,21.78285399,0,517,74.91891892,138.0862006,19067.7988,0,0,0,1,0,0,0,0,5,77,134.5,65.5,132,0,0,0,0,0,0,6,807,30,1965,8192,262,5,20,0,0,0,0,0,0,0,0,BENIGN,130,HTTP_CONNECT
205.185.216.42-10.200.7.194-443-48223-6,10.200.7.194,48223,205.185.216.42,443,6,26/04/201711:11:20,1347407,6,4,568,336,517,0,94.66666667,207.9035033,336,0,84,168,670.9182897,7.421662497,149711.8889,280304.0674,869563,69,1347407,269481.4,429514.8384,1025017,1748,318093,106031,90926.4598,158889,1039,0,0,0,0,200,136,4.452997498,2.968664999,0,517,82.18181818,175.6398692,30849.36364,0,0,0,1,0,0,0,0,0,90.4,94.66666667,84,200,0,0,0,0,0,0,6,568,4,336,14600,31,2,32,0,0,0,0,0,0,0,0,BENIGN,91,SSL
192.168.180.51-10.200.7.4-57764-3128-6,10.200.7.4,3128,192.168.180.51,57764,6,26/04/201711:11:21,140,2,0,12,0,6,6,6,0,0,0,0,0,85714.28571,14285.71429,140,0,140,140,140,140,0,140,140,0,0,0,0,0,0,0,0,0,40,0,14285.71429,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,262,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.180.51-10.200.7.4-57764-3128-6,10.200.7.4,3128,192.168.180.51,57764,6,26/04/201711:11:21,38,2,0,12,0,6,6,6,0,0,0,0,0,315789.4737,52631.57895,38,0,38,38,38,38,0,38,38,0,0,0,0,0,0,0,0,0,40,0,52631.57895,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,262,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.180.51-10.200.7.4-57769-3128-6,192.168.180.51,57769,10.200.7.4,3128,6,26/04/201711:11:20,1375154,6,30,538,970,244,0,89.66666667,116.0425209,137,0,32.33333333,49.34979533,1096.604453,26.17888615,39290.11429,192405.2891,1136175,0,1375154,275030.8,483850.9267,1136562,2040,238902,8238,26692.14236,104474,0,0,0,0,0,132,660,4.363147691,21.81573846,0,244,40.75675676,65.84890339,4336.078078,0,0,0,1,0,0,0,0,5,41.88888889,89.66666667,32.33333333,132,0,0,0,0,0,0,6,538,30,970,8192,262,5,20,0,0,0,0,0,0,0,0,BENIGN,130,HTTP_CONNECT
212.124.124.94-10.200.7.194-443-44494-6,10.200.7.194,44494,212.124.124.94,443,6,26/04/201711:11:20,1347127,6,3,313,143,244,0,52.16666667,95.829884,137,0,47.66666667,77.42308011,338.498152,6.680884579,168390.875,339607.4367,996779,90,1347127,269425.4,487328.2196,1136565,2272,246300,123150,27650.70357,142702,103598,0,0,0,0,140,72,4.453923053,2.226961526,0,244,45.6,81.82393021,6695.155556,0,0,0,1,0,0,0,0,0,50.66666667,52.16666667,47.66666667,140,0,0,0,0,0,0,6,313,3,143,14600,16,5,20,0,0,0,0,0,0,0,0,BENIGN,91,SSL
192.168.180.51-10.200.7.4-57769-3128-6,10.200.7.4,3128,192.168.180.51,57769,6,26/04/201711:11:21,10,2,0,12,0,6,6,6,0,0,0,0,0,1200000,2.00E+05,10,0,10,10,10,10,0,10,10,0,0,0,0,0,0,0,0,0,40,0,2.00E+05,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,262,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.180.51-10.200.7.4-57769-3128-6,10.200.7.4,3128,192.168.180.51,57769,6,26/04/201711:11:21,126,2,0,12,0,6,6,6,0,0,0,0,0,95238.09524,15873.01587,126,0,126,126,126,126,0,126,126,0,0,0,0,0,0,0,0,0,40,0,15873.01587,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,262,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.180.51-10.200.7.4-57765-3128-6,192.168.180.51,57765,10.200.7.4,3128,6,26/04/201711:11:20,1381940,6,29,538,931,244,0,89.66666667,116.0425209,137,0,32.10344828,50.20696083,1062.998394,25.32671462,40645.29412,195605.3413,1138643,0,1381940,276388,484327.636,1138919,1303,243243,8687.25,27398.22624,103354,0,0,0,0,0,132,640,4.341722506,20.98499211,0,244,40.80555556,66.78229853,4459.875397,0,0,0,1,0,0,0,0,4,41.97142857,89.66666667,32.10344828,132,0,0,0,0,0,0,6,538,29,931,8192,262,5,20,0,0,0,0,0,0,0,0,BENIGN,130,HTTP_CONNECT
212.124.124.94-10.200.7.194-443-44499-6,10.200.7.194,44499,212.124.124.94,443,6,26/04/201711:11:20,1349422,6,2,313,143,244,0,52.16666667,95.829884,137,6,71.5,92.63098834,337.9224587,5.928464187,192774.5714,360405.6811,999302,59,1349422,269884.4,488747.4516,1139492,1693,142405,142405,0,142405,142405,0,0,0,0,140,40,4.44634814,1.482116047,0,244,50.66666667,85.10728523,7243.25,0,0,0,1,0,0,0,0,0,57,52.16666667,71.5,140,0,0,0,0,0,0,6,313,2,143,14600,16,5,20,0,0,0,0,0,0,0,0,BENIGN,91,SSL
192.168.180.51-10.200.7.4-57765-3128-6,10.200.7.4,3128,192.168.180.51,57765,6,26/04/201711:11:21,29,2,0,12,0,6,6,6,0,0,0,0,0,413793.1034,68965.51724,29,0,29,29,29,29,0,29,29,0,0,0,0,0,0,0,0,0,40,0,68965.51724,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,262,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.180.51-10.200.7.4-57765-3128-6,10.200.7.4,3128,192.168.180.51,57765,6,26/04/201711:11:21,114,2,0,12,0,6,6,6,0,0,0,0,0,105263.1579,17543.85965,114,0,114,114,114,114,0,114,114,0,0,0,0,0,0,0,0,0,40,0,17543.85965,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,262,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.42.31-10.200.7.5-52684-3128-6,192.168.42.31,52684,10.200.7.5,3128,6,26/04/201711:11:18,3172078,136,622,2722,1150079,1212,0,20.01470588,108.6843875,5840,0,1849.001608,1004.017964,363421.3913,238.960076,4190.327609,73632.09647,2006659,0,3172078,23496.87407,173814.382,2006659,902,1158286,1865.194847,12116.73852,125312,0,0,0,0,0,2732,12500,42.87410335,196.0859727,0,5840,1518.841897,1150.441546,1323515.751,0,0,0,1,0,0,0,0,4,1520.845646,20.01470588,1849.001608,2732,0,0,0,0,0,0,136,2722,622,1150079,8192,324,135,20,0,0,0,0,0,0,0,0,BENIGN,124,YOUTUBE
192.168.42.31-10.200.7.5-52685-3128-6,192.168.42.31,52685,10.200.7.5,3128,6,26/04/201711:11:18,3161067,9,36,681,12431,242,0,75.66666667,106.5833008,3496,0,345.3055556,759.0898241,4147.966494,14.23569953,71842.43182,411853.1752,2732687,0,3161067,395133.375,948567.7896,2732687,788,222562,6358.914286,16849.81585,63538,0,0,0,0,0,192,768,2.847139906,11.38855962,0,3496,285.0434783,680.9310605,463667.1092,0,0,0,1,0,0,0,0,4,291.3777778,75.66666667,345.3055556,192,0,0,0,0,0,0,9,681,36,12431,8192,279,8,20,0,0,0,0,0,0,0,0,BENIGN,124,YOUTUBE
10.200.7.195-74.125.107.233-51325-443-6,10.200.7.195,51325,74.125.107.233,443,6,26/04/201711:11:18,3169782,150,135,1690,282757,1212,0,11.26666667,102.4815365,8520,0,2094.496296,985.9444133,89737.08602,89.91154597,11161.20423,120582.0102,2014491,0,3169782,21273.7047,166122.2882,2014491,0,1033301,7711.201493,25051.93469,148913,0,0,0,0,0,4808,4328,47.3218663,42.58967967,0,8520,994.5699301,1244.178782,1547980.842,0,0,0,1,0,0,0,0,0,998.0596491,11.26666667,2094.496296,4808,0,0,0,0,0,0,150,1690,135,282757,14600,261,3,32,0,0,0,0,0,0,0,0,BENIGN,124,YOUTUBE
192.168.42.31-10.200.7.5-52682-3128-6,192.168.42.31,52682,10.200.7.5,3128,6,26/04/201711:11:18,3362131,8,33,675,9092,242,0,84.375,110.4664623,2836,0,275.5151515,610.5341985,2905.002809,12.19464679,84053.275,425616.4053,2693006,0,3362131,480304.4286,982317.0118,2693006,1096,463825,14494.53125,38716.88899,130123,0,0,0,0,0,172,720,2.379443276,9.815203512,0,2836,232.547619,547.8144693,300100.6928,0,0,0,1,0,0,0,0,4,238.2195122,84.375,275.5151515,172,0,0,0,0,0,0,8,675,33,9092,8192,279,7,20,0,0,0,0,0,0,0,0,BENIGN,124,YOUTUBE
192.168.42.31-10.200.7.5-52684-3128-6,10.200.7.5,3128,192.168.42.31,52684,6,26/04/201711:11:21,1,2,0,12,0,6,6,6,0,0,0,0,0,1.20E+07,2.00E+06,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2.00E+06,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,324,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.42.31-10.200.7.5-52684-3128-6,10.200.7.5,3128,192.168.42.31,52684,6,26/04/201711:11:21,33,2,0,12,0,6,6,6,0,0,0,0,0,363636.3636,60606.06061,33,0,33,33,33,33,0,33,33,0,0,0,0,0,0,0,0,0,40,0,60606.06061,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,324,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
179.1.4.238-10.200.7.195-443-41578-6,10.200.7.195,41578,179.1.4.238,443,6,26/04/201711:11:18,3158568,11,9,443,4642,242,0,40.27272727,90.06896348,2048,0,515.7777778,739.4007333,1609.906768,6.331983354,166240.4211,671810.7152,2939125,0,3158568,315856.8,922072.3111,2939125,0,175778,21972.25,40715.83158,108217,0,0,0,0,0,360,296,3.482590845,2.84939251,0,2048,242.1428571,530.8303199,281780.8286,0,0,0,1,0,0,0,0,0,254.25,40.27272727,515.7777778,360,0,0,0,0,0,0,11,443,9,4642,14600,243,2,32,0,0,0,0,0,0,0,0,BENIGN,124,YOUTUBE
216.58.202.225-10.200.7.195-443-44860-6,10.200.7.195,44860,216.58.202.225,443,6,26/04/201711:11:18,3314056,9,6,443,3204,242,0,49.22222222,98.20867805,2836,0,534,1132.891522,1100.464205,4.52617578,236718.2857,768028.3906,2898650,0,3314056,414257,1005707.797,2898650,0,285810,57162,78049.59978,145316,0,0,0,0,0,296,200,2.715705468,1.810470312,0,2836,227.9375,702.1789391,493055.2625,0,0,0,1,0,0,0,0,0,243.1333333,49.22222222,534,296,0,0,0,0,0,0,9,443,6,3204,14600,349,2,32,0,0,0,0,0,0,0,0,BENIGN,124,YOUTUBE
192.168.42.31-10.200.7.5-52688-3128-6,192.168.42.31,52688,10.200.7.5,3128,6,26/04/201711:11:19,2092468,15,72,2050,13721,1171,0,136.6666667,297.9155361,2048,0,190.5694444,468.8185578,7537.032824,41.57769677,24331.02326,194557.4266,1804850,0,2092468,149462,488046.7482,1842734,153,287516,4049.521127,11991.43387,60241,0,0,0,0,0,312,1500,7.168568408,34.40912836,0,2048,179.2159091,440.9532112,194439.7345,0,0,0,1,0,0,0,0,4,181.2758621,136.6666667,190.5694444,312,0,0,0,0,0,0,15,2050,72,13721,8192,324,14,20,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
192.168.42.31-10.200.7.5-52689-3128-6,192.168.42.31,52689,10.200.7.5,3128,6,26/04/201711:11:21,465618,20,99,3792,22220,1460,0,189.6,359.7227587,2920,0,224.4444444,521.5911336,55865.53784,255.574312,3945.915254,17280.93017,152407,0,465618,24506.21053,40598.71339,153744,67,436240,4451.428571,18770.45569,152407,0,0,0,0,0,412,2040,42.95366588,212.6206461,0,2920,216.7666667,495.2531775,245275.7098,0,0,0,1,0,0,0,0,4,218.5882353,189.6,224.4444444,412,0,0,0,0,0,0,20,3792,99,22220,8192,397,19,20,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
192.168.42.31-10.200.7.5-52688-3128-6,10.200.7.5,3128,192.168.42.31,52688,6,26/04/201711:11:21,7,2,0,12,0,6,6,6,0,0,0,0,0,1714285.714,285714.2857,7,0,7,7,7,7,0,7,7,0,0,0,0,0,0,0,0,0,40,0,285714.2857,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,324,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.42.31-10.200.7.5-52688-3128-6,10.200.7.5,3128,192.168.42.31,52688,6,26/04/201711:11:21,84,2,0,12,0,6,6,6,0,0,0,0,0,142857.1429,23809.52381,84,0,84,84,84,84,0,84,84,0,0,0,0,0,0,0,0,0,40,0,23809.52381,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,324,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.42.31-10.200.7.5-52679-3128-6,192.168.42.31,52679,10.200.7.5,3128,6,26/04/201711:11:18,3457476,93,355,7079,293076,373,0,76.11827957,66.92384534,5672,0,825.5661972,989.4987277,86813.32857,129.5742906,7734.845638,121959.1064,2569718,0,3457476,37581.26087,268079.2526,2569718,32,886479,2504.177966,12661.21376,130005,0,0,0,0,0,1872,7160,26.89823443,102.6760562,0,5672,668.4966592,931.655655,867982.2595,0,0,0,1,0,0,0,0,3,669.9888393,76.11827957,825.5661972,1872,0,0,0,0,0,0,93,7079,355,293076,8192,296,92,20,0,0,0,0,0,0,0,0,BENIGN,124,YOUTUBE
179.1.4.223-10.200.7.195-443-39014-6,10.200.7.195,39014,179.1.4.223,443,6,26/04/201711:11:19,2080835,19,13,1810,3022,1171,0,95.26315789,269.3625896,2048,0,232.4615385,557.5566661,2322.144716,15.37844183,67123.70968,322488.347,1803063,0,2080835,115601.9444,431625.6042,1843230,0,237205,19767.08333,22520.26702,55282,0,0,0,0,0,616,424,9.130949835,6.247491992,0,2048,146.4242424,403.2620139,162620.2519,0,0,0,1,0,0,0,0,0,151,95.26315789,232.4615385,616,0,0,0,0,0,0,19,1810,13,3022,14600,262,8,32,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
179.1.4.216-10.200.7.195-443-35307-6,10.200.7.195,35307,179.1.4.216,443,6,26/04/201711:11:21,463402,25,18,3531,5850,1460,0,141.24,330.9441393,2048,0,325,650.0249769,20243.76244,92.79200349,11033.38095,18488.17391,68274,0,463402,19308.41667,35264.72428,152804,0,348750,20514.70588,27561.93847,69309,0,0,0,0,0,808,576,53.94883924,38.84316425,0,2048,213.2045455,487.316457,237477.3293,0,0,0,1,0,0,0,0,0,218.1627907,141.24,325,808,0,0,0,0,0,0,25,3531,18,5850,14600,302,12,32,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
192.168.42.31-10.200.7.5-52689-3128-6,10.200.7.5,3128,192.168.42.31,52689,6,26/04/201711:11:21,6,2,0,12,0,6,6,6,0,0,0,0,0,2.00E+06,333333.3333,6,0,6,6,6,6,0,6,6,0,0,0,0,0,0,0,0,0,40,0,333333.3333,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,397,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.42.31-10.200.7.5-52689-3128-6,10.200.7.5,3128,192.168.42.31,52689,6,26/04/201711:11:21,240,2,0,12,0,6,6,6,0,0,0,0,0,50000,8333.333333,240,0,240,240,240,240,0,240,240,0,0,0,0,0,0,0,0,0,40,0,8333.333333,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,397,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
216.58.202.225-10.200.7.195-443-44856-6,10.200.7.195,44856,216.58.202.225,443,6,26/04/201711:11:18,3399337,56,71,6949,67336,2736,0,124.0892857,426.4511174,5672,0,948.3943662,1048.860858,21852.79071,37.36022642,26978.86508,216211.9962,2419325,0,3399337,61806.12727,345989.1645,2571812,0,850891,12155.58571,32125.30008,152747,0,0,0,0,0,1800,2280,16.47380063,20.88642579,0,5672,580.3515625,924.8193319,855290.7967,0,0,0,1,0,0,0,0,1,584.9212598,124.0892857,948.3943662,1800,0,0,0,0,0,0,56,6949,71,67336,14600,438,18,32,0,0,0,0,0,0,0,0,BENIGN,124,YOUTUBE
192.168.42.31-10.200.7.5-52679-3128-6,10.200.7.5,3128,192.168.42.31,52679,6,26/04/201711:11:21,83,2,0,12,0,6,6,6,0,0,0,0,0,144578.3133,24096.38554,83,0,83,83,83,83,0,83,83,0,0,0,0,0,0,0,0,0,40,0,24096.38554,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,296,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
192.168.42.31-10.200.7.5-52683-3128-6,192.168.42.31,52683,10.200.7.5,3128,6,26/04/201711:11:18,3174674,18,100,3751,25330,1361,0,208.3888889,369.1996334,4274,0,253.3,812.979251,9160.310633,37.16917076,27133.96581,196749.9706,2062619,0,3174674,186745.5294,499761.4754,2062619,91,2662318,26892.10101,231102.0634,2299353,0,0,0,0,0,372,2060,5.669873505,31.49929725,0,4274,244.3781513,758.2362897,574922.271,0,0,0,1,0,0,0,0,5,246.4491525,208.3888889,253.3,372,0,0,0,0,0,0,18,3751,100,25330,8192,410,17,20,0,0,0,0,0,0,0,0,BENIGN,124,YOUTUBE
179.1.4.238-10.200.7.195-443-41575-6,10.200.7.195,41575,179.1.4.238,443,6,26/04/201711:11:18,3172637,24,18,2828,5120,1361,0,117.8333333,313.2072056,2048,0,284.4444444,647.7317184,2505.171565,13.23819901,77381.39024,351385.2582,2223814,0,3172637,137940.7391,489620.8368,2331490,0,2660280,156487.0588,533847.8301,2223814,0,0,0,0,0,776,584,7.56468515,5.673513862,0,2048,184.8372093,480.8036888,231172.1872,0,0,0,1,0,0,0,0,0,189.2380952,117.8333333,284.4444444,776,0,0,0,0,0,0,24,2828,18,5120,14600,307,9,32,0,0,0,0,0,0,0,0,BENIGN,124,YOUTUBE
192.168.42.31-10.200.7.5-52683-3128-6,10.200.7.5,3128,192.168.42.31,52683,6,26/04/201711:11:21,53,2,0,12,0,6,6,6,0,0,0,0,0,226415.0943,37735.84906,53,0,53,53,53,53,0,53,53,0,0,0,0,0,0,0,0,0,40,0,37735.84906,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,410,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.42.31-10.200.7.5-52686-3128-6,192.168.42.31,52686,10.200.7.5,3128,6,26/04/201711:11:18,3162000,16,91,1874,22933,624,0,117.125,169.270149,2836,0,252.010989,591.5870274,7845.351044,33.83934219,29830.18868,207476.6371,2100559,0,3162000,210800,532318.6039,2100765,122,1061334,11792.6,46133.68826,307390,0,0,0,0,0,332,1880,5.060088552,28.77925364,0,2836,229.6944444,548.8167809,301199.859,0,0,0,1,0,0,0,0,5,231.8411215,117.125,252.010989,332,0,0,0,0,0,0,16,1874,91,22933,8192,318,15,20,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
216.58.202.226-10.200.7.195-443-59339-6,10.200.7.195,59339,216.58.202.226,443,6,26/04/201711:11:18,3159382,19,20,1614,4992,624,0,84.94736842,159.2225813,1418,0,249.6,474.1945415,2090.915249,12.3441863,83141.63158,317943.6702,1967559,0,3159382,175521.2222,488724.548,2100751,0,1057907,55679.31579,66615.26625,173610,0,0,0,0,0,616,648,6.013834351,6.330351949,0,1418,165.15,358.8017487,128738.6949,0,0,0,1,0,0,0,0,1,169.3846154,84.94736842,249.6,616,0,0,0,0,0,0,19,1614,20,4992,14600,368,10,32,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
